基金管理人简称,switch_direction,relative_market_environment,observation_count,unique_fund_count,hit_ratio,mean_active_contribution,median_active_contribution
华泰保兴基金,加股票,股显著强,1,1,1.0,0.05079913242773599,0.05079913242773599
华泰证券(上海)资产管理,减股票,差异较小,2,2,1.0,0.002225126701688141,0.002225126701688141
华泰证券(上海)资产管理,减股票,股显著强,5,2,0.0,-0.022532247314089517,-0.013373911161539097
华泰证券(上海)资产管理,加股票,差异较小,4,2,0.25,-0.002812748723986768,-0.001619389993909949
华润元大基金,减股票,差异较小,1,1,1.0,0.03698927788157873,0.03698927788157873
华润元大基金,加股票,债显著强,1,1,0.0,-0.008110632755866374,-0.008110632755866374
华润元大基金,加股票,差异较小,2,1,0.5,-0.00043905415545581264,-0.00043905415545581264
华润元大基金,加股票,股显著强,1,1,1.0,0.1334428547408164,0.1334428547408164
南华基金,加股票,差异较小,1,1,0.0,-0.0009508696322147966,-0.0009508696322147966
南华基金,加股票,股显著强,1,1,1.0,0.0077483013070131996,0.0077483013070131996
南方基金,减股票,差异较小,4,4,1.0,0.0014191138417933358,0.0014374879606306613
南方基金,减股票,股显著强,4,3,0.0,-0.017416295677162675,-0.01760841769634039
南方基金,加股票,差异较小,4,2,0.25,-0.0032661995319657675,-0.003418565185800378
南方基金,加股票,股显著强,5,5,1.0,0.037478874642137866,0.042947339539767995
博时基金,减股票,债显著强,1,1,1.0,0.009393655904975644,0.009393655904975644
博时基金,减股票,差异较小,15,10,1.0,0.005472346228667119,0.0013465147183709856
博时基金,减股票,股显著强,8,6,0.0,-0.017876629366707728,-0.013973439725635214
博时基金,加股票,债显著强,2,2,0.0,-0.009346813212490635,-0.009346813212490635
博时基金,加股票,差异较小,21,10,0.23809523809523808,-0.0026082150424808336,-0.0028475047692279455
博时基金,加股票,股显著强,6,5,1.0,0.018764655871029195,0.011881996714587204
博道基金,减股票,差异较小,3,1,1.0,0.002150683179547275,0.002446729894759415
博道基金,减股票,股显著强,2,1,0.0,-0.01286521069332083,-0.01286521069332083
博道基金,加股票,债显著强,1,1,0.0,-0.0077370338032681325,-0.0077370338032681325
博道基金,加股票,差异较小,1,1,1.0,0.0009121199604747147,0.0009121199604747147
合煦智远基金,减股票,差异较小,1,1,1.0,0.0017708689516138713,0.0017708689516138713
合煦智远基金,减股票,股显著强,2,1,0.0,-0.010325406621430068,-0.010325406621430068
合煦智远基金,加股票,差异较小,3,1,0.3333333333333333,-0.003038111667727507,-0.0006146470626760875
同泰基金,减股票,差异较小,1,1,1.0,0.01004849976943606,0.01004849976943606
同泰基金,减股票,股显著强,1,1,0.0,-0.011457252580848445,-0.011457252580848445
嘉实基金,减股票,差异较小,2,2,1.0,0.0011476220566374413,0.0011476220566374413
嘉实基金,减股票,股显著强,3,2,0.0,-0.020672724893087715,-0.022947345543779838
嘉实基金,加股票,差异较小,2,2,0.0,-0.002229969763647208,-0.002229969763647208
嘉实基金,加股票,股显著强,2,1,1.0,0.0071781737430664395,0.0071781737430664395
国寿安保基金,减股票,债显著强,1,1,1.0,0.018011505372923217,0.018011505372923217
国寿安保基金,减股票,差异较小,16,7,0.875,0.0017472918492296096,0.0011042955706438342
国寿安保基金,减股票,股显著强,6,6,0.0,-0.02528526486338127,-0.02679308140483092
国寿安保基金,加股票,债显著强,2,2,0.0,-0.004916683300046808,-0.004916683300046808
国寿安保基金,加股票,差异较小,18,8,0.0,-0.003228933466527177,-0.0027453805406215804
国寿安保基金,加股票,股显著强,8,5,1.0,0.018601798395525546,0.017095214767376674
国投瑞银基金,减股票,债显著强,1,1,1.0,0.029913033667631095,0.029913033667631095
国投瑞银基金,减股票,差异较小,10,3,0.7,0.0028915313670288393,0.0032294034285794597
国投瑞银基金,减股票,股显著强,2,2,0.0,-0.024814171713280903,-0.024814171713280903
国投瑞银基金,加股票,债显著强,1,1,0.0,-0.00684711376734203,-0.00684711376734203
国投瑞银基金,加股票,差异较小,5,2,0.0,-0.005707559423655765,-0.004187415707143619
国投瑞银基金,加股票,股显著强,1,1,1.0,0.032335476411199014,0.032335476411199014
国新国证基金,减股票,差异较小,2,1,1.0,0.0025334837458827687,0.0025334837458827687
国新国证基金,减股票,股显著强,1,1,0.0,-0.016708096646970344,-0.016708096646970344
国新国证基金,加股票,债显著强,1,1,0.0,-0.008052080410712885,-0.008052080410712885
国新国证基金,加股票,差异较小,4,1,0.25,-0.0008868140590661398,-0.0006136416559471228
国泰基金,减股票,差异较小,18,8,0.7222222222222222,0.00504589761727749,0.0024485988598749574
国泰基金,减股票,股显著强,4,4,0.0,-0.04163312076551985,-0.04689598171801408
国泰基金,加股票,债显著强,4,4,0.0,-0.01668835760736852,-0.015083609738981704
国泰基金,加股票,差异较小,19,8,0.10526315789473684,-0.005294840127089355,-0.0015089253641775158
国泰基金,加股票,股显著强,7,7,1.0,0.01975527943770855,0.016303284619250947
国海富兰克林基金,加股票,差异较小,2,1,0.0,-0.0016982647443668447,-0.0016982647443668447
国海富兰克林基金,加股票,股显著强,1,1,1.0,0.012846184424987321,0.012846184424987321
国联安基金,减股票,差异较小,2,1,1.0,0.00421339460532483,0.00421339460532483
国联安基金,加股票,债显著强,1,1,0.0,-0.008582593330272,-0.008582593330272
国联安基金,加股票,差异较小,3,1,0.0,-0.004647186431832642,-0.004720956086314417
国联安基金,加股票,股显著强,1,1,1.0,0.011519783795723043,0.011519783795723043
圆信永丰基金,减股票,差异较小,1,1,1.0,0.0002433552493288589,0.0002433552493288589
圆信永丰基金,减股票,股显著强,1,1,0.0,-0.012085302466728605,-0.012085302466728605
圆信永丰基金,加股票,差异较小,4,1,0.0,-0.002703419739266695,-0.0028376254497186823
大成基金,减股票,差异较小,8,5,1.0,0.0026493930695686294,0.00171166970659845
大成基金,减股票,股显著强,1,1,0.0,-0.011720854033555463,-0.011720854033555463
大成基金,加股票,差异较小,8,6,0.0,-0.007282441269690413,-0.002942891548565929
大成基金,加股票,股显著强,3,3,1.0,0.009174959286378475,0.007881232716265361
天弘基金,减股票,差异较小,7,5,1.0,0.011508075837118954,0.011303867215270758
天弘基金,减股票,股显著强,3,2,0.0,-0.018207642185223225,-0.007936970399422892
天弘基金,加股票,债显著强,1,1,0.0,-0.019847920658818272,-0.019847920658818272
天弘基金,加股票,差异较小,5,3,0.0,-0.004447381730687418,-0.004293290912243377
天弘基金,加股票,股显著强,2,2,1.0,0.05493362591308999,0.05493362591308999
太平基金,减股票,差异较小,2,2,0.5,0.002789767684337437,0.002789767684337437
太平基金,减股票,股显著强,1,1,0.0,-0.01701948250437401,-0.01701948250437401
太平基金,加股票,差异较小,2,1,0.0,-0.0005964018432197862,-0.0005964018432197862
安信基金,减股票,债显著强,2,2,1.0,0.008794331495690259,0.008794331495690259
安信基金,减股票,差异较小,8,5,0.875,0.002082685334060622,0.0016050282457478321
安信基金,加股票,差异较小,8,4,0.125,-0.0037389855681469715,-0.0015393164659854453
安信基金,加股票,股显著强,2,2,1.0,0.013549198436970035,0.013549198436970035
宏利基金,减股票,差异较小,3,2,1.0,0.008146687989991245,0.00348087125368571
宏利基金,减股票,股显著强,1,1,0.0,-0.04546360107126458,-0.04546360107126458
宏利基金,加股票,债显著强,1,1,0.0,-0.007219451493178692,-0.007219451493178692
宏利基金,加股票,差异较小,4,2,0.25,-0.007526734248047745,-0.004726168935505769
宏利基金,加股票,股显著强,1,1,1.0,0.00714621828334772,0.00714621828334772
宝盈基金,减股票,债显著强,2,2,1.0,0.015419805852341779,0.015419805852341779
宝盈基金,减股票,差异较小,3,3,0.6666666666666666,0.0030728750639038727,0.003174741599456115
宝盈基金,加股票,差异较小,5,4,0.2,-0.0018686658955124947,-0.00043407084131823534
富国基金,减股票,债显著强,2,2,1.0,0.00940859592643838,0.00940859592643838
富国基金,减股票,差异较小,12,7,0.9166666666666666,0.0038324777938999626,0.0031543673957893127
富国基金,减股票,股显著强,9,7,0.0,-0.016906264539782383,-0.014345991456190215
富国基金,加股票,差异较小,22,8,0.18181818181818182,-0.0026889311704483476,-0.0010906830950799026
富国基金,加股票,股显著强,5,4,1.0,0.025800403045289348,0.019525794422113187
富安达基金,减股票,差异较小,3,1,1.0,0.004713981231405782,0.004611500975871799
富安达基金,减股票,股显著强,1,1,0.0,-0.020709503607454757,-0.020709503607454757
富安达基金,加股票,债显著强,1,1,0.0,-0.006087773915326792,-0.006087773915326792
富安达基金,加股票,差异较小,3,1,0.0,-0.0010924541672585135,-0.0004135301978492967
富安达基金,加股票,股显著强,2,1,1.0,0.012383632136180548,0.012383632136180548
尚正基金,减股票,债显著强,1,1,1.0,0.006346533572909476,0.006346533572909476
尚正基金,减股票,差异较小,2,1,1.0,0.0021452411269582824,0.0021452411269582824
尚正基金,减股票,股显著强,2,1,0.0,-0.019083077697337074,-0.019083077697337074
尚正基金,加股票,差异较小,3,1,0.3333333333333333,-0.001019349802620823,-0.0004163548406338602
工银瑞信基金,减股票,债显著强,1,1,1.0,0.00658036822537576,0.00658036822537576
工银瑞信基金,减股票,差异较小,8,4,0.875,0.0020376841019695336,0.001337819021084851
工银瑞信基金,减股票,股显著强,4,3,0.0,-0.013797885464119178,-0.013880088882323387
工银瑞信基金,加股票,债显著强,1,1,0.0,-0.022267883547191922,-0.022267883547191922
工银瑞信基金,加股票,差异较小,13,5,0.0,-0.0020240986192222015,-0.0010967768258170719
工银瑞信基金,加股票,股显著强,1,1,1.0,0.00951075441585228,0.00951075441585228
平安基金,减股票,债显著强,3,3,1.0,0.023409859945279093,0.026333803640320542
平安基金,减股票,差异较小,10,7,0.9,0.0032538989682257395,0.0039042291142768826
平安基金,减股票,股显著强,5,4,0.0,-0.01741552928272594,-0.020223496741501982
平安基金,加股票,债显著强,1,1,0.0,-0.005702193153405605,-0.005702193153405605
平安基金,加股票,差异较小,18,9,0.16666666666666666,-0.0031023038988107873,-0.0011178271385338836
平安基金,加股票,股显著强,4,3,1.0,0.011237915782100025,0.011328925712473861
广发基金,减股票,债显著强,5,5,1.0,0.009910891736939615,0.005946622419524358
广发基金,减股票,差异较小,40,16,0.975,0.002676710605275037,0.0006831913899724059
广发基金,减股票,股显著强,6,6,0.0,-0.017546636094427605,-0.014628631868784887
广发基金,加股票,债显著强,1,1,0.0,-0.008130905049922574,-0.008130905049922574
广发基金,加股票,差异较小,30,14,0.2,-0.00309397618857597,-0.002339381847837722
广发基金,加股票,股显著强,15,10,1.0,0.016924348648832483,0.014987214062784842
建信基金,减股票,差异较小,1,1,1.0,0.005108653841192991,0.005108653841192991
建信基金,减股票,股显著强,1,1,0.0,-0.013468721388552662,-0.013468721388552662
建信基金,加股票,债显著强,1,1,0.0,-0.00869924848175917,-0.00869924848175917
建信基金,加股票,差异较小,2,1,0.0,-0.004020339087032564,-0.004020339087032564
建信基金,加股票,股显著强,1,1,1.0,0.0068245602005501975,0.0068245602005501975
弘毅远方基金,减股票,差异较小,2,1,1.0,0.004021875630844829,0.004021875630844829
弘毅远方基金,减股票,股显著强,1,1,0.0,-0.01504916398741637,-0.01504916398741637
弘毅远方基金,加股票,债显著强,1,1,0.0,-0.005336360604895497,-0.005336360604895497
弘毅远方基金,加股票,差异较小,1,1,0.0,-0.003709602270128944,-0.003709602270128944
恒越基金,减股票,差异较小,2,1,1.0,0.004631169524123337,0.004631169524123337
恒越基金,减股票,股显著强,1,1,0.0,-0.02101503557720948,-0.02101503557720948
恒越基金,加股票,债显著强,1,1,0.0,-0.012409842629358025,-0.012409842629358025
恒越基金,加股票,差异较小,2,1,0.0,-0.002841677093055737,-0.002841677093055737
恒越基金,加股票,股显著强,2,1,1.0,0.032359953291279574,0.032359953291279574
招商基金,减股票,债显著强,4,4,1.0,0.00635764245877631,0.00605077392219415
招商基金,减股票,差异较小,15,10,0.9333333333333333,0.004561788751562981,0.002549599631672921
招商基金,减股票,股显著强,11,9,0.0,-0.02518499887355126,-0.013747868160115416
