基金主代码,基金名称,基金管理人简称,投资风格,annualized_evaluation_pool,return_quarter_count,return_period_start,return_period_end,contribution_evaluation_pool,contribution_quarter_count,latest_valid_nav_yuan,annualized_fund_return,annualized_csi300_return,annualized_bond_return,annualized_three_asset_benchmark_return,annualized_loo_peer_return,annualized_excess_vs_three_asset,annualized_excess_vs_loo_peer,significant_switch_count,significant_switch_coverage,cumulative_active_allocation_contribution,annualized_active_allocation_contribution,annualized_excess_positive,annualized_allocation_contribution_positive
519130.OF,海富通新内需混合A,海富通基金,成长型,正式年化,11,2023Q2,2026Q1,正式贡献,9,18400000.0,-0.08218785449942811,0.10720798203222359,0.03441002017291783,0.08461879734090738,0.06584795906391827,-0.1668066518403355,-0.14803581356334639,2,0.2222222222222222,0.00959725078702478,0.004254129774961868,False,True
519221.OF,海富通欣益混合C,海富通基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,10130000.0,0.033165948187278804,0.0667681742093853,0.0409985989082291,0.010088635053973505,0.05314336431306632,0.0230773131333053,-0.019977416125787517,3,0.25,0.048651881645521255,0.015961179220426835,True,True
519613.OF,银河君尚混合A,银河基金,成长型,正式年化,10,2023Q2,2026Q1,正式贡献,10,10480000.0,0.042928636467936654,0.055128356760784536,0.049869736887077076,0.030979146930808277,0.036745123624393194,0.011949489537128377,0.006183512843543459,7,0.7,0.010870489181258325,0.0043340972024132896,True,True
519616.OF,银河君信混合A,银河基金,成长型,正式年化,9,2023Q1,2026Q1,正式贡献,9,8700000.0,0.18896012112736638,0.03524321712682088,0.04094139714425915,0.03832059710046454,0.04701679358175803,0.15063952402690184,0.14194332754560834,4,0.4444444444444444,-0.047203987190630126,-0.021261581539023244,True,False
519738.OF,交银周期回报灵活配置混合A,交银施罗德基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,12,509680000.0,0.049438583556187465,0.11409991423488242,0.0351221315768484,0.0515165388658112,0.07643801105099657,-0.0020779553096237358,-0.026999427494809103,7,0.5833333333333334,-0.003262837019320952,-0.0010887973892794722,False,False
519766.OF,交银荣鑫灵活配置混合A,交银施罗德基金,成长型,正式年化,11,2023Q2,2026Q1,正式贡献,12,408570000.0,0.4495651842414079,0.1282423885355779,0.039534296953400716,0.09949501821055073,0.07340058042926678,0.35007016603085717,0.3761646038121411,4,0.3333333333333333,0.04454463357322114,0.01463304086840811,True,True
519770.OF,交银优择回报灵活配置混合A,交银施罗德基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,12,3018420000.0,0.9275699682117953,0.11409991423488242,0.0351221315768484,0.11320058518077114,0.0761308872105051,0.8143693830310241,0.8514390810012902,4,0.3333333333333333,-0.008065436547569083,-0.002695739329734881,True,False
519949.OF,长信利信混合A,长信基金,成长型,正式年化,9,2023Q1,2025Q4,贡献观察池,6,1280000.0,0.060482239473901744,0.06830493611181043,0.03928248574970561,0.07998534255441503,0.0516190765517357,-0.019503103080513284,0.008863162922166046,0,0.0,0.0,,False,
519957.OF,长信睿进混合A,长信基金,成长型,正式年化,12,2023Q1,2025Q4,正式贡献,11,143450000.0,0.04566878051424439,0.03181867512910386,0.04264716587763662,0.039867499605897416,0.040396681903732023,0.005801280908346973,0.005272098610512366,4,0.36363636363636365,0.010020730307924497,0.0036323467489025596,True,True
519971.OF,长信改革红利混合,长信基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,21680000.0,0.18091993169642095,0.06555749968804503,0.043099338066887816,0.04602891761981409,0.053481932566938006,0.13489101407660686,0.12743799912948295,2,0.16666666666666666,-0.03875791568315834,-0.013089903160179217,True,False
560003.OF,益民创新优势混合A,益民基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,356020000.0,0.0336918241172377,0.06555749968804503,0.043099338066887816,0.027469585602357904,0.053933706053873154,0.0062222385148797965,-0.020241881936635453,5,0.4166666666666667,-0.017091875165345383,-0.005730062626591259,True,False
673040.OF,西部利得行业主题优选混合A,西部利得基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,10,31110000.0,-0.15646568824957063,0.04998243012996184,0.05401888512253272,0.06873312071679094,0.04187042221650983,-0.22519880896636157,-0.19833611046608046,6,0.6,0.029530182042613706,0.011709046122539979,False,True
673071.OF,西部利得新动力混合A,西部利得基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,8,256449999.99999997,-0.11798517681457876,0.036821634848551055,0.04367876926169911,0.08890038141085421,0.049174881105212176,-0.20688555822543298,-0.16716005791979094,3,0.375,-0.04038852523282055,-0.020402391403909426,False,False
673081.OF,西部利得祥运混合A,西部利得基金,成长型,年化观察池,2,2023Q2,2026Q1,贡献观察池,6,993910000.0,,,,,,,,3,0.5,0.05610492841111192,,,
750005.OF,安信平稳增长混合A,安信基金,平衡型,年化观察池,0,,,正式贡献,12,24830000.0,,,,,,,,7,0.5833333333333334,0.009599980959754228,0.0031898079597987294,,True
970120.OF,兴证资管金麒麟恒睿致远一年持有期混合B,兴证资管,收入型,正式年化,10,2023Q2,2026Q1,正式贡献,12,48230000.0,0.03516687675543362,0.11569552711686382,0.049721736522210014,0.06658055814363273,0.042605879850178274,-0.03141368138819911,-0.007439003094744656,9,0.75,-0.0018273152731055342,-0.0006094764771457095,False,False
