基金主代码,基金名称,基金管理人简称,投资风格,annualized_evaluation_pool,return_quarter_count,return_period_start,return_period_end,contribution_evaluation_pool,contribution_quarter_count,latest_valid_nav_yuan,annualized_fund_return,annualized_csi300_return,annualized_bond_return,annualized_three_asset_benchmark_return,annualized_loo_peer_return,annualized_excess_vs_three_asset,annualized_excess_vs_loo_peer,significant_switch_count,significant_switch_coverage,cumulative_active_allocation_contribution,annualized_active_allocation_contribution,annualized_excess_positive,annualized_allocation_contribution_positive
000065.OF,国富焦点驱动混合A,国海富兰克林基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,42700000.0,0.04829574339698861,0.06555749968804503,0.043099338066887816,0.04787931423040548,0.053415216085514805,0.0004164291665831321,-0.005119472688526194,3,0.25,0.009407614009612653,0.0031260887226736145,True,True
000110.OF,金鹰元安混合A,金鹰基金,收入型,正式年化,8,2023Q2,2026Q1,正式贡献,12,16230000.0,0.08591723408682683,0.21861618662409454,0.03861480050555999,0.08133101483170257,0.05394500969844018,0.0045862192551242575,0.03197222438838665,9,0.75,-0.0358849051189597,-0.012107638305629442,True,False
000165.OF,国投瑞银策略精选混合,国投瑞银基金,成长型,正式年化,10,2023Q1,2025Q4,正式贡献,9,844360000.0,0.1095284331752937,0.056287842812150046,0.04630776572612083,0.04231750300017145,0.052587040405719376,0.06721093017512225,0.05694139276957433,6,0.6666666666666666,-0.03237849413666316,-0.014522088807236377,True,False
000195.OF,工银成长收益混合A,工银瑞信基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,12,66350000.0,0.05097750253385658,0.07446173731570993,0.03710938823439203,0.07331483564650454,0.06233984516582236,-0.02233733311264796,-0.011362342631965783,6,0.5,-0.02623627959593844,-0.008823043685339593,False,False
000214.OF,广发成长优选混合,广发基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,176370000.0,0.1059799929237426,0.09745496269582743,0.041933381663660674,0.11635303263469265,0.06474595443274267,-0.01037303971095005,0.041234038490999936,5,0.4166666666666667,-0.003461251822712841,-0.0011550843136304279,False,False
000219.OF,博时裕益混合A,博时基金,成长型,年化观察池,7,2023Q1,2026Q1,贡献观察池,7,412680000.0,,,,,,,,3,0.42857142857142855,0.010363261946758628,,,
000259.OF,农银区间收益混合,农银汇理基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,307530000.0,0.1280655562806774,0.06555749968804503,0.043099338066887816,0.04868948148743946,0.053864963297588275,0.07937607479323794,0.07420059298308912,4,0.3333333333333333,0.0062844645164323865,0.0020904484855377437,True,True
000273.OF,华润元大安鑫灵活配置混合A,华润元大基金,成长型,年化观察池,6,2023Q2,2025Q1,贡献观察池,7,8190000.0,,,,,,,,5,0.7142857142857143,0.16480030653869382,,,
000314.OF,招商瑞丰混合发起式A,招商基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,34750000.0,0.05598252232804746,0.09745496269582743,0.041933381663660674,0.108882627444572,0.06411732857950625,-0.05290010511652454,-0.008134806251458793,3,0.25,0.00589969388941558,0.0019627098794643416,False,True
000417.OF,国联安新精选混合A,国联安基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,26899999.999999996,-0.008005921851877096,0.07868490866688593,0.03722431868323661,0.048190911982067375,0.05784356760782039,-0.05619683383394447,-0.06584948945969749,7,0.5833333333333334,-0.002741228108074756,-0.0009145789022587669,False,False
000511.OF,国泰国策驱动灵活配置混合A,国泰基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,12,108570000.0,-0.051926329354929024,0.12283664814165896,0.042709383466235096,0.06947521585550764,0.07167899080554263,-0.12140154521043667,-0.12360532016047165,8,0.6666666666666666,-0.026238356101573657,-0.00882374823202281,False,False
000526.OF,国泰浓益灵活配置混合A,国泰基金,成长型,正式年化,10,2023Q1,2025Q3,正式贡献,12,64340000.0,0.0759044448550612,0.04208827409250815,0.03972334792930998,0.04565161233932713,0.04715316459964858,0.030252832515734074,0.028751280255412626,6,0.5,-0.03827649491393348,-0.012925171947815506,True,False
000530.OF,招商丰盛稳定增长混合A,招商基金,成长型,正式年化,8,2023Q1,2025Q4,正式贡献,10,29930000.0,-0.13419126427962713,-0.10835725017235354,0.0400579733960118,-0.04810688420992826,-0.010214651199009439,-0.08608438006969887,-0.12397661308061769,6,0.6,0.02211240352180055,0.00878696858283945,False,True
000567.OF,广发聚祥灵活混合,广发基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,77460000.0,-0.05591086378388577,0.06555749968804503,0.043099338066887816,0.03556894452623882,0.05351021699996683,-0.09147980831012459,-0.1094210807838526,2,0.16666666666666666,-0.02928615662102274,-0.009858931309031593,False,False
000573.OF,天弘通利混合A,天弘基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,542770000.0,0.14271301639923162,0.06555749968804503,0.043099338066887816,0.06570593342263731,0.05329075115725579,0.07700708297659431,0.08942226524197583,3,0.25,-0.00912947473333603,-0.0030524663145437003,True,False
000590.OF,华安新活力灵活配置混合A,华安基金,成长型,年化观察池,5,2023Q4,2026Q1,正式贡献,12,32060000.0,,,,,,,,8,0.6666666666666666,-0.030506758739094586,-0.010274115526403227,,False
000597.OF,中海积极收益混合,中海基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,52130000.0,0.04612064182751685,0.06555749968804503,0.043099338066887816,0.039232860557526505,0.05419573498525865,0.006887781269990345,-0.008075093157741797,3,0.25,-0.02403275501215618,-0.008075963956542531,True,False
000679.OF,招商丰利灵活配置混合A,招商基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,25720000.0,0.014397507561951794,0.06555749968804503,0.043099338066887816,0.09319364145338871,0.05370730904425569,-0.07879613389143691,-0.0393098014823039,5,0.4166666666666667,-0.023056852517774007,-0.007745454685595843,False,False
000743.OF,红塔红土盛世普益混合发起式,红塔红土,成长型,年化观察池,1,2025Q1,2025Q1,正式贡献,12,55620000.0,,,,,,,,5,0.4166666666666667,0.001064029966619806,0.000354550934318576,,True
000822.OF,东海美丽中国A,东海基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,12,23500000.0,0.027381229050777556,0.13087096743321136,0.03859597028658923,0.015855011700963262,0.0773583090994534,0.011526217349814294,-0.04997708004867585,8,0.6666666666666666,0.04807128809674999,0.01577364657003666,True,True
000841.OF,富国新回报灵活配置混合A/B,富国基金,成长型,正式年化,9,2023Q1,2025Q3,正式贡献,12,55279999.99999999,0.0224080178908741,0.11594263448828235,0.04378198402219913,0.05266721595517687,0.07248725150050728,-0.030259198064302772,-0.05007923360963318,4,0.3333333333333333,-0.029835328397954664,-0.010045687377903123,False,False
000894.OF,中欧睿达6个月持有混合A,中欧基金,收入型,年化观察池,5,2023Q1,2026Q1,贡献观察池,7,247040000.00000003,,,,,,,,0,0.0,0.0,,,
000986.OF,太平灵活配置,太平基金,成长型,正式年化,11,2023Q1,2025Q4,正式贡献,12,264780000.00000003,-0.11518594205455746,-0.019811963824080903,0.04322388557329582,-0.010066622224262245,0.028063020866647692,-0.10511931983029521,-0.14324896292120515,4,0.3333333333333333,-0.01211330137397204,-0.004054181298629889,False,False
001110.OF,中欧瑾泉灵活配置混合A,中欧基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,328790000.0,0.04530354681490678,0.06555749968804503,0.043099338066887816,0.09437009763263204,0.05304125538509363,-0.04906655081772526,-0.007737708570186852,2,0.16666666666666666,-0.06415610382585646,-0.021859734037620093,False,False
001115.OF,广发聚安混合A,广发基金,收入型,正式年化,10,2023Q1,2026Q1,正式贡献,12,49730000.0,0.04497954873740939,0.07062077580955783,0.04396542046851559,0.042345859742448866,0.04095662594666205,0.0026336889949605258,0.004022922790747341,3,0.25,0.00908227306413023,0.003018305023741341,True,True
001122.OF,鹏华弘利混合A,鹏华基金,成长型,年化观察池,6,2023Q1,2024Q2,正式贡献,12,3489410000.0,,,,,,,,8,0.6666666666666666,0.008369458068032687,0.0027820722523159702,,True
001136.OF,易方达裕如混合A,易方达基金,成长型,正式年化,8,2023Q2,2026Q1,正式贡献,12,53669999.99999999,0.22580298378848118,0.09087195879089349,0.030851215616217953,0.051798103568875487,0.07640063245718198,0.1740048802196057,0.1494023513312992,3,0.25,0.008219465468849885,0.002732349290640812,True,True
001146.OF,中欧瑾源灵活配置混合A,中欧基金,成长型,年化观察池,7,2023Q1,2026Q1,贡献观察池,7,125820000.0,,,,,,,,2,0.2857142857142857,-0.007451887398833179,,,
001172.OF,鹏华弘泽混合A,鹏华基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,12,81840000.0,0.13212251139688624,0.13697552277251668,0.04483203806174707,0.0933635197585514,0.07549648390102481,0.03875899163833485,0.05662602749586143,6,0.5,-0.07700316029879606,-0.02635627026109688,True,False
001194.OF,景顺长城稳健回报混合A,景顺长城基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,5322720000.0,0.7974414943582457,0.060364502188504865,0.03992946359822813,0.10729223363561591,0.05594209319361987,0.6901492607226298,0.7414994011646259,3,0.25,0.0006064679186752464,0.00020211511961809592,True,True
001231.OF,银华泰利灵活配置混合A,银华基金,成长型,正式年化,8,2023Q1,2025Q4,正式贡献,12,351849999.99999994,-0.02015441737833823,-0.0766819118487505,0.04876414966365439,0.007314544150360369,-0.005304774930144696,-0.0274689615286986,-0.014849642448193534,8,0.6666666666666666,-0.02560292435750433,-0.008608196541402657,False,False
001250.OF,天弘新活力混合发起A,天弘基金,成长型,正式年化,12,2023Q2,2026Q1,正式贡献,12,60339999.99999999,0.01871906900025322,0.09024424329459757,0.04099452144150506,0.09955364384749443,0.060233875561591654,-0.08083457484724121,-0.041514806561338435,4,0.3333333333333333,-0.002850618722776588,-0.0009511105654380625,False,False
001254.OF,宏利新起点混合A,宏利基金,成长型,正式年化,8,2023Q4,2026Q1,正式贡献,12,59550000.0,0.17523394041239815,0.23021588019635586,0.04408588645434541,0.0596753919408477,0.10901292504746207,0.11555854847155045,0.06622101536493608,8,0.6666666666666666,-0.0467930552426723,-0.015847501727199398,True,False
001265.OF,国泰兴益灵活配置混合A,国泰基金,成长型,正式年化,10,2023Q2,2026Q1,正式贡献,12,79270000.0,0.14445427290377055,0.14751112521487553,0.04614501785588354,0.12509213037588762,0.07980768717821918,0.01936214252788293,0.06464658572555138,6,0.5,-0.006122312057509016,-0.002044949654388839,True,False
001303.OF,银华稳利灵活配置混合A,银华基金,成长型,年化观察池,6,2023Q1,2024Q4,正式贡献,12,10890000.0,,,,,,,,9,0.75,0.08413406828350123,0.027293004411437227,,True
001304.OF,建信鑫安回报灵活配置混合A,建信基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,341760000.0,0.24476472560486728,0.06555749968804503,0.043099338066887816,0.0682180661893883,0.053722841323503356,0.17654665941547898,0.19104188428136393,6,0.5,-0.018299122409576873,-0.0061372968255327676,True,False
001309.OF,东方红睿逸定期开放混合,东方红资产管理,收入型,正式年化,8,2023Q1,2026Q1,正式贡献,12,901410000.0,0.02105769886678588,-0.021544225601959566,0.044322310937021214,0.023825433557895792,0.014289575625296536,-0.002767734691109913,0.006768123241489343,2,0.16666666666666666,0.001128879109421721,0.00037615152876080415,False,True
001314.OF,易方达新益混合I,易方达基金,成长型,年化观察池,1,2024Q2,2024Q2,正式贡献,12,286020000.0,,,,,,,,3,0.25,-0.04670535737096049,-0.01581732100121902,,False
001318.OF,东方新策略灵活配置混合A,东方基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,253930000.00000003,0.10014971993416166,0.07868490866688593,0.03722431868323661,0.10873634448120528,0.05756626359512462,-0.00858662454704362,0.04258345633903704,4,0.3333333333333333,-0.010612038451035977,-0.003549933264409777,False,False
001324.OF,华宝新价值混合,华宝基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,238170000.0,0.10615529118486045,0.06555749968804503,0.043099338066887816,0.08500400054194213,0.053376580735513324,0.02115129064291832,0.05277871044934712,2,0.16666666666666666,-0.0018430256562491643,-0.0006147196882814177,True,False
001334.OF,南方利鑫灵活配置混合A,南方基金,成长型,正式年化,8,2023Q1,2026Q1,正式贡献,12,50650000.00000001,0.16914928560642828,0.014535287125613694,0.04745395907754402,0.06182745401930023,0.048106575697074216,0.10732183158712805,0.12104270990935406,2,0.16666666666666666,0.05126442920594254,0.016804180850300998,True,True
001335.OF,南方利众灵活配置混合A,南方基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,118580000.0,-0.006062154415711896,0.06555749968804503,0.043099338066887816,0.07509170407288934,0.05399596181265531,-0.08115385848860124,-0.06005811622836721,5,0.4166666666666667,0.038851584201427425,0.012786340742439561,False,True
001339.OF,兴银鼎新灵活配置A,兴银基金管理,成长型,正式年化,8,2023Q1,2025Q4,正式贡献,9,151420000.0,-0.07188924927906337,-0.02476190749351881,0.04954335104074592,0.0036093176965792395,0.005662108016635026,-0.07549856697564261,-0.0775513572956984,0,0.0,0.0,0.0,False,False
001345.OF,富国新收益灵活配置混合A,富国基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,12,291660000.0,0.14630935405689005,0.10984715052783023,0.04542632515762346,0.07574540396493834,0.07186685617567679,0.07056395009195171,0.07444249788121327,9,0.75,-0.010923087362815997,-0.0036543672536692995,True,False
001362.OF,景顺长城领先回报混合A,景顺长城基金,成长型,正式年化,8,2023Q1,2025Q3,正式贡献,12,108400000.0,0.04991861035535061,0.09847724275193426,0.04583806280722569,0.05680038589859593,0.0674465757932119,-0.0068817755432453165,-0.01752796543786128,7,0.5833333333333334,0.04960797692117236,0.01626984874269244,False,True
001370.OF,中银新趋势混合A,中银基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,113130000.0,0.29981449656799875,0.06555749968804503,0.043099338066887816,0.11133681959512254,0.05367690834634775,0.1884776769728762,0.246137588221651,2,0.16666666666666666,0.020179979465747122,0.006681912423705638,True,True
001399.OF,安信鑫安得利混合A,安信基金,成长型,正式年化,9,2023Q2,2026Q1,正式贡献,12,156670000.0,0.01823825969750681,0.15434701635058445,0.03145790070521537,0.030545117826113133,0.08878387174851943,-0.012306858128606324,-0.07054561205101262,4,0.3333333333333333,0.02306837053651667,0.007631075406054677,False,True
001402.OF,中信保诚新选混合A,中信保诚基金,成长型,正式年化,8,2023Q1,2026Q1,贡献观察池,7,555200000.0,0.0563503781705843,-0.03810196337581706,0.044666353165888184,0.02121532621665989,0.01785066519985401,0.03513505195392441,0.03849971297073029,4,0.5714285714285714,0.014218295032394357,,True,
001415.OF,中信保诚新锐混合A,中信保诚基金,成长型,正式年化,10,2023Q1,2025Q3,正式贡献,10,151740000.0,0.06877324869678825,0.049644787039309746,0.041006187853220855,0.0783321924664504,0.043591694712829865,-0.009558943769662154,0.025181553983958382,3,0.3,-0.0008838501918625452,-0.0003536338638989722,False,False
001427.OF,招商丰泽混合A,招商基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,38180000.0,0.06998648234031024,0.09745496269582743,0.041933381663660674,0.09184070158348145,0.06404731309567335,-0.021854219243171213,0.005939169244636888,4,0.3333333333333333,-0.0038787178942149003,-0.0012945811819613517,False,False
001430.OF,中邮乐享收益灵活配置混合A,中邮基金,成长型,正式年化,10,2023Q3,2026Q1,正式贡献,12,15150000.0,0.29873664936720035,0.1329171632710151,0.04914389135067854,0.07690732761812025,0.07897459392814743,0.2218293217490801,0.21976205543905292,4,0.3333333333333333,0.017947069385682468,0.005946920492556851,True,True
001443.OF,易方达瑞选混合I,易方达基金,成长型,年化观察池,3,2023Q3,2024Q2,正式贡献,12,71000000.0,,,,,,,,5,0.4166666666666667,-0.02884162084886377,-0.009707810236077252,,False
001470.OF,融通通鑫灵活配置混合,融通基金,成长型,正式年化,12,2023Q2,2026Q1,正式贡献,12,23330000.0,0.26449299565821516,0.09024424329459757,0.04099452144150506,0.03959785165713359,0.06088155444826793,0.22489514400108157,0.20361144120994723,1,0.08333333333333333,-0.008832442469170587,-0.0029528582793850733,True,False
001488.OF,万家瑞丰A,万家基金,成长型,年化观察池,7,2023Q2,2024Q4,贡献观察池,7,215140000.00000003,,,,,,,,2,0.2857142857142857,-0.017259173422501828,,,
001506.OF,景顺长城泰和回报混合A,景顺长城基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,188830000.0,0.09299925306445189,0.06555749968804503,0.043099338066887816,0.10304603337134077,0.05332597426954533,-0.01004678030688888,0.039673278794906564,2,0.16666666666666666,0.0014607204053223022,0.000486669915745086,False,True
001522.OF,博时新策略混合A,博时基金,成长型,正式年化,10,2023Q1,2025Q3,正式贡献,10,36660000.0,-0.03310705229815758,-0.006141569476146191,0.04420782068738771,0.027843818576426926,0.031683005723132984,-0.060950870874584506,-0.06479005802129056,5,0.5,0.0070887733509057416,0.002829501948751645,False,True
001530.OF,万家瑞富A,万家基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,12,52800000.0,0.1440694830205842,0.09893277897274722,0.04370727902120852,0.04664863611249448,0.06108633520846363,0.09742084690808972,0.08298314781212057,8,0.6666666666666666,-0.0016654619106525326,-0.0005554624516255213,True,False
001566.OF,南方利达灵活配置混合A,南方基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,92190000.0,-0.0073564178470189034,0.07897527315641595,0.04077003014828917,0.07998830101345633,0.05901191548732343,-0.08734471886047523,-0.06636833333434233,1,0.08333333333333333,0.057297613822125726,0.01874561095436067,False,True
001596.OF,中信保诚新泽混合A,中信保诚基金,成长型,正式年化,8,2023Q1,2024Q4,贡献观察池,7,136140000.0,-0.005633846621863836,-0.020403514243112486,0.05361573769672123,0.020480521520194195,0.004916610218729023,-0.02611436814205803,-0.010550456840592859,4,0.5714285714285714,-0.025795087618906254,,False,
001603.OF,易方达安盈回报混合A,易方达基金,收入型,正式年化,13,2023Q1,2026Q1,正式贡献,12,853009999.9999999,0.12183474932759664,0.06555749968804503,0.043099338066887816,0.05025100674650829,0.031521112605899404,0.07158374258108835,0.09031363672169723,3,0.25,0.001931453754415724,0.0006434038608273962,True,True
001609.OF,平安鑫享混合A,平安基金,成长型,正式年化,9,2023Q1,2026Q1,正式贡献,12,449510000.0,0.07360835637637919,-0.019813230318292185,0.0517722072964959,0.043322614540378,0.02565618619914045,0.03028574183600119,0.04795217017723874,7,0.5833333333333334,0.011882040744847222,0.003945095998969306,True,True
001650.OF,工银丰收回报灵活配置混合A,工银瑞信基金,成长型,年化观察池,5,2025Q1,2026Q1,正式贡献,12,473130000.0,,,,,,,,2,0.16666666666666666,-0.0009941586027624183,-0.00033149607842819506,,False
001664.OF,平安鑫安混合A,平安基金,成长型,年化观察池,6,2023Q1,2026Q1,贡献观察池,7,2014880000.0,,,,,,,,1,0.14285714285714285,-0.008352139736130582,,,
001682.OF,新华鑫回报混合,新华基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,43120000.0,0.16292558478216868,0.08545491224770352,0.043908735246007025,0.053976790576249156,0.05932099270613911,0.10894879420591952,0.10360459207602957,7,0.5833333333333334,-0.07657325752751865,-0.026205129559934592,True,False
001695.OF,泓德泓业混合,泓德基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,10,89490000.0,-0.05503412806280161,0.07868490866688593,0.03722431868323661,0.048128396048997546,0.05737148135068182,-0.10316252411179916,-0.11240560941348343,3,0.3,-0.023949899258251417,-0.009649684558485916,False,False
001745.OF,易方达瑞富混合I,易方达基金,成长型,年化观察池,3,2025Q3,2026Q1,正式贡献,10,578740000.0,,,,,,,,3,0.3,0.004885381258074917,0.0019512959079575065,,True
001747.OF,易方达瑞祺混合A,易方达基金,成长型,年化观察池,5,2024Q1,2026Q1,正式贡献,12,84270000.0,,,,,,,,7,0.5833333333333334,-0.020666410598838003,-0.006936811623477479,,False
001755.OF,嘉实新思路混合A,嘉实基金,成长型,年化观察池,7,2023Q1,2026Q1,正式贡献,9,212259999.99999997,,,,,,,,4,0.4444444444444444,-0.040823177744650496,-0.018353851331318505,,False
001765.OF,前海开源嘉鑫混合A,前海开源基金,成长型,年化观察池,6,2023Q2,2024Q3,贡献观察池,7,1381609999.9999998,,,,,,,,3,0.42857142857142855,-0.004291564024798578,,,
001850.OF,国泰安益灵活配置混合A,国泰基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,9,114950000.0,0.0954478284963527,0.1180776430524122,0.043970153308311444,0.12806202635113073,0.06918832863553237,-0.03261419785477804,0.026259499860820323,1,0.1111111111111111,0.03407878189030633,0.01500522679256866,False,True
001903.OF,光大保德信欣鑫混合A,光大保德信基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,10480000.0,0.0329112774899456,0.06555749968804503,0.043099338066887816,0.07235866391829027,0.05304594270045282,-0.039447386428344666,-0.02013466521050722,1,0.08333333333333333,-0.027481065453555997,-0.009245572319657058,False,False
001905.OF,华安安益灵活配置混合A,华安基金,成长型,正式年化,8,2023Q1,2026Q1,贡献观察池,7,64880000.00000001,-0.015633801652068624,0.03281283045372807,0.05294850748821278,0.02809302177634798,0.02735560719504826,-0.043726823428416606,-0.04298940884711688,5,0.7142857142857143,0.006730473068004228,,False,
001922.OF,国泰多策略收益灵活配置混合A,国泰基金,成长型,正式年化,8,2023Q1,2026Q1,贡献观察池,7,289640000.0,0.017113138358696656,0.05988752471212111,0.060127317835751315,0.04542443759927983,0.038301188106403705,-0.028311299240583176,-0.02118804974770705,5,0.7142857142857143,0.018130139161507408,,False,
001942.OF,前海开源沪港深汇鑫混合A,前海开源基金,成长型,年化观察池,7,2024Q2,2026Q1,贡献观察池,7,51520000.0,,,,,,,,7,1.0,0.28398665152247426,,,
002001.OF,华夏回报混合A,华夏基金,成长型,年化观察池,5,2025Q1,2026Q1,正式贡献,12,8280459999.999999,,,,,,,,6,0.5,-0.010357048091061527,-0.0034643371362478304,,False
002049.OF,融通新机遇灵活配置混合,融通基金,成长型,正式年化,11,2023Q3,2026Q1,正式贡献,12,133920000.0,0.10259830406953019,0.1151903547976707,0.04224296546238837,0.11406637209955939,0.07334941936955452,-0.0114680680300292,0.029248884699975664,5,0.4166666666666667,-0.004812976118295231,-0.0016069061370087567,False,False
002054.OF,中银新财富混合A,中银基金,成长型,年化观察池,7,2023Q2,2025Q1,正式贡献,8,6500000.0,,,,,,,,2,0.25,0.0005232793638596522,0.00026160546322073763,,True
002118.OF,广发安盈混合A,广发基金,成长型,正式年化,10,2023Q1,2026Q1,正式贡献,8,10212510000.0,0.02640551529045232,0.11409991423488242,0.0351221315768484,0.030620630725959774,0.07654769996724564,-0.004215115435507455,-0.05014218467679332,6,0.75,0.011335999769694904,0.005652027179229968,False,True
002134.OF,广发鑫裕混合A,广发基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,13730000.0,0.06691497368388588,0.06555749968804503,0.043099338066887816,0.08824515268817557,0.053724701644843886,-0.021330179004289684,0.013190272039041995,5,0.4166666666666667,0.010303842106029082,0.003422884529179937,False,True
002135.OF,广发鑫源混合A,广发基金,成长型,正式年化,11,2023Q1,2025Q3,正式贡献,12,23290000.0,-0.03495483375396469,0.04978027639571936,0.04348866134793994,0.05579021613733537,0.04546445443168645,-0.09074504989130006,-0.08041928818565114,11,0.9166666666666666,0.03771581284830461,0.012417114702053755,False,True
002156.OF,长盛盛世混合A,长盛基金,成长型,年化观察池,6,2023Q1,2025Q3,正式贡献,12,49520000.0,,,,,,,,7,0.5833333333333334,0.18150242797271932,0.057170103296727115,,True
002161.OF,银华万物互联灵活配置混合,银华基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,10,41770000.0,0.20307069779093645,0.11519901355605078,0.03542779469176294,0.09232857879719747,0.06936716701697843,0.11074211899373898,0.13370353077395802,6,0.6,0.011717933420245297,0.004670798369988738,True,True
002182.OF,东兴蓝海财富混合A,东兴基金,成长型,正式年化,8,2023Q4,2026Q1,正式贡献,10,14920000.0,0.14808646062162012,0.11623590552915353,0.059391677266064535,0.1298707449829779,0.06263947966474848,0.018215715638642216,0.08544698095687164,9,0.9,0.10778217135582846,0.04179375210488723,True,True
002197.OF,国泰鑫策略价值灵活配置混合A,国泰基金,成长型,年化观察池,7,2023Q1,2026Q1,贡献观察池,6,42670000.0,,,,,,,,3,0.5,0.03235583557931232,,,
002282.OF,平安安享灵活配置混合A,平安基金,成长型,正式年化,8,2023Q2,2026Q1,正式贡献,8,181440000.0,0.03789100879137974,0.06300577103918892,0.02387065276406375,0.11355373558715343,0.06494980860491406,-0.07566272679577368,-0.027058799813534318,5,0.625,0.026951052108948437,0.013385934434136715,False,True
002288.OF,中银稳进策略混合A,中银基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,12,204700000.00000003,0.15342406598510294,0.09745496269582743,0.041933381663660674,0.12100585646233952,0.06418686868435075,0.03241820952276342,0.08923719730075219,1,0.08333333333333333,0.007460104621319186,0.00248054335741843,True,True
002295.OF,广发稳安混合A,广发基金,成长型,正式年化,8,2023Q2,2025Q4,贡献观察池,6,89810000.0,-0.12853536884873717,-0.009043808538063525,0.055271019786112596,0.001615752328319564,0.010555790866552561,-0.13015112117705674,-0.13909115971528974,4,0.6666666666666666,0.012987023272917897,,False,
002383.OF,大成趋势回报灵活配置混合A,大成基金,成长型,正式年化,12,2023Q1,2026Q1,正式贡献,10,41310000.0,0.1497798584645973,0.07868490866688593,0.03722431868323661,0.059141720132638964,0.05667079831050681,0.09063813833195833,0.09310906015409048,3,0.3,0.012720994196493862,0.00506910950363082,True,True
002388.OF,天弘裕利A,天弘基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,9,62040000.00000001,0.03855859486624302,0.12323899735161925,0.04326844695619281,0.05105716154340589,0.0780405125167718,-0.01249856667716287,-0.039481917650528775,3,0.3333333333333333,-0.04120731202040406,-0.0185285964906462,False,False
002389.OF,招商安德灵活配置混合A,招商基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,68120000.0,0.19911718041120086,0.06555749968804503,0.043099338066887816,0.0846340540490591,0.05314958572915218,0.11448312636214175,0.14596759468204867,4,0.3333333333333333,0.014108947903129332,0.004681036342687461,True,True
002411.OF,华夏新机遇混合A,华夏基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,54079999.99999999,0.13725737623262346,0.06555749968804503,0.043099338066887816,0.09373070181828536,0.05367525792122785,0.04352667441433811,0.08358211831139561,4,0.3333333333333333,0.0059720595655610165,0.001986736784836518,True,True
002415.OF,融通通盈灵活配置混合,融通基金,成长型,正式年化,11,2023Q1,2026Q1,正式贡献,12,13819999.999999998,-0.08322864488794779,0.029157584323619368,0.041175136213101426,0.04185027129664154,0.04731022850481437,-0.12507891618458933,-0.13053887339276216,9,0.75,0.013750745445290313,0.004562731632044237,False,True
002449.OF,民生加银量化中国混合A,民生加银基金,成长型,年化观察池,6,2024Q4,2026Q1,贡献观察池,7,63930000.0,,,,,,,,0,0.0,0.0,,,
002455.OF,民生加银鑫喜混合A,民生加银基金,成长型,正式年化,8,2023Q3,2026Q1,正式贡献,12,113460000.0,0.099691011596589,0.1792609007249395,0.02962328337847886,0.08797798315247585,0.09957374615904024,0.01171302844411315,0.00011726543754875252,9,0.75,-0.07170902792032374,-0.024498273716316188,True,False
002456.OF,招商安元灵活配置混合A,招商基金,成长型,正式年化,13,2023Q1,2026Q1,正式贡献,12,41500000.0,0.060784677695584266,0.06555749968804503,0.043099338066887816,0.037313101715436225,0.05393229862321425,0.02347157598014804,0.006852379072370018,5,0.4166666666666667,0.005945482251031864,0.00197791269907599,True,True
